기업명,코드,업종,15회업종분류,"규모
코드","내부
지분율
(4)","전문경영인정도
(3)","소비성
지출
(3)","위험성
(5)","관계사
출자
(3)","관계사
지급보증
(2)","건전성
(20점)","공정거래1
(1)","공정거래2
(2)","불성실
공시
(2)","
사업
보고서 
적정성
(2)","사외이사비율
(2)","사외이사의이사회
참여
(2)","공정성
(11점)","장애인
고용비율
(2)","여성
채용비율
(2)","기부금
(3)","사회봉사
기여도
(7)","공산품사후봉사
우수기업인증
(2)","품질
관련인증
(3)","광고비
과다지출
(2)","소비자보호만족도
총점
(7)","환경
회계공시
(2)","에너지
효율
(2)","환경관련인증 
및 수상
(3)","수,대,특 
오염실태(3)","환경보호만족도
총점
(10)","작업장
보건
안전인증(2)","1인당
교육훈련비
(2)","교육훈련비
증가율
(2)","임금
보상체계
(2)","복지후생
(2)","종업원
만족도
총점
(10)","연구개발지출
(제조2점/
비제조3점)","특허및장영실상
(제조1점)","수익성
(1)","성장성
(1)","설비투자
(제조1점)","고용인력
증가율
(비제조1점)","조세납부
(제조1점,
비제조2점)","배당성향
(1)","노동생산성
증가율
(1)","수출비중
(제조1점)","경제발전
기여도
(10)","정량평가
총점
(75)"
한국고덴시,' 27840,영상통신장비제조,전기전자/기계업,2 ,1.84 ,2.55 ,3.00 ,4.25 ,1.65 ,1.10 ,14.39 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,0.83 ,1.70 ,0.75 ,3.28 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,1.15 ,2.00 ,1.26 ,0.76 ,5.66 ,1.10 ,0.25 ,0.49 ,0.26 ,1.00 ,,0.26 ,0.30 ,0.40 ,0.85 ,4.92 ,45.96 
쌍용양회공업,' 03410,비금속광물제조업,금속/비금속/화학업,1 ,3.17 ,2.55 ,2.55 ,2.75 ,1.20 ,1.10 ,13.32 ,0.55 ,1.70 ,0.50 ,2.00 ,2.00 ,2.00 ,8.75 ,2.00 ,0.50 ,1.23 ,3.73 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,1.40 ,1.65 ,2.55 ,7.30 ,0.50 ,2.00 ,0.94 ,0.65 ,0.57 ,4.66 ,1.10 ,0.40 ,0.38 ,0.26 ,1.00 ,,0.25 ,0.25 ,0.45 ,0.40 ,4.48 ,45.94 
BYC,' 01460,섬유제품제조업,식약/섬유/종이업,2 ,1.52 ,2.55 ,3.00 ,5.00 ,2.10 ,1.10 ,15.27 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.10 ,7.85 ,0.97 ,0.50 ,0.77 ,2.23 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,1.93 ,0.70 ,2.00 ,1.78 ,6.91 ,0.50 ,0.25 ,0.34 ,0.26 ,1.00 ,,0.39 ,0.26 ,0.46 ,0.55 ,4.00 ,45.92 
대한유화(대한유화공업),' 06650,화학제품제조업,금속/비금속/화학업,1 ,2.95 ,1.65 ,2.55 ,2.00 ,2.55 ,1.70 ,13.40 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,2.00 ,8.95 ,0.50 ,0.50 ,3.00 ,4.00 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,1.65 ,2.55 ,7.30 ,0.50 ,1.95 ,0.82 ,0.51 ,0.50 ,4.28 ,0.50 ,0.25 ,0.74 ,0.26 ,1.00 ,,0.42 ,0.27 ,0.59 ,0.70 ,4.73 ,45.90 
모나리자,' 12690,종이제품제조,식약/섬유/종이업,3 ,1.60 ,2.10 ,3.00 ,5.00 ,2.55 ,1.70 ,15.95 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,1.65 ,2.55 ,6.60 ,0.50 ,2.00 ,2.00 ,1.39 ,0.91 ,6.80 ,0.50 ,0.40 ,0.44 ,0.26 ,1.00 ,,0.25 ,0.37 ,0.53 ,0.25 ,3.99 ,45.88 
케이씨텍,' 29460,정밀기기제조,전기전자/기계업,2 ,2.46 ,2.55 ,2.10 ,4.25 ,2.10 ,1.40 ,14.86 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.50 ,8.25 ,0.50 ,0.80 ,1.09 ,2.39 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,1.65 ,2.55 ,6.40 ,0.50 ,2.00 ,0.87 ,1.13 ,0.80 ,5.29 ,1.70 ,0.55 ,0.56 ,0.27 ,0.74 ,,0.25 ,0.27 ,0.53 ,0.55 ,5.42 ,45.86 
한올제약,' 09420,화학제품제조업,식약/섬유/종이업,3 ,3.13 ,2.55 ,1.20 ,3.50 ,2.55 ,1.70 ,14.63 ,0.85 ,1.70 ,1.10 ,2.00 ,1.10 ,0.50 ,7.25 ,0.50 ,0.50 ,2.25 ,3.25 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.19 ,2.00 ,2.00 ,7.69 ,1.70 ,0.25 ,0.38 ,0.26 ,0.87 ,,0.37 ,0.30 ,0.45 ,0.40 ,4.98 ,45.84 
종근당바이오,' 63160,화학제품제조업,식약/섬유/종이업,2 ,3.29 ,2.55 ,3.00 ,2.00 ,1.65 ,1.10 ,13.59 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,1.70 ,0.75 ,3.64 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,2.00 ,1.17 ,1.02 ,0.65 ,5.34 ,2.00 ,0.25 ,0.29 ,0.26 ,1.00 ,,0.27 ,0.25 ,0.39 ,0.85 ,5.55 ,45.82 
영원무역,' 09970,도매업,비제조/서비스업,1 ,3.48 ,2.55 ,3.00 ,3.50 ,1.20 ,1.10 ,14.83 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,0.63 ,1.70 ,3.00 ,5.33 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.10 ,1.34 ,0.86 ,5.80 ,0.75 ,,0.58 ,0.26 ,,0.85 ,0.69 ,0.28 ,0.54 ,,3.95 ,45.81 
동아제약,' 00640,화학제품제조업,식약/섬유/종이업,1 ,3.44 ,1.65 ,3.00 ,2.75 ,1.20 ,1.70 ,13.74 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.04 ,0.50 ,3.00 ,4.54 ,1.00 ,0.75 ,0.50 ,2.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,1.50 ,2.00 ,0.87 ,1.90 ,0.86 ,7.13 ,2.00 ,0.55 ,0.54 ,0.26 ,0.94 ,,0.48 ,0.28 ,0.47 ,0.55 ,6.08 ,45.79 
성신양회,' 04980,비금속광물제조업,금속/비금속/화학업,1 ,2.59 ,1.65 ,2.10 ,4.25 ,2.55 ,1.70 ,14.84 ,0.55 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.55 ,1.97 ,0.50 ,3.00 ,5.47 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,2.00 ,0.73 ,0.65 ,0.50 ,4.38 ,1.10 ,0.25 ,0.48 ,0.26 ,1.00 ,,0.47 ,0.33 ,0.41 ,0.25 ,4.54 ,45.73 
삼호,' 01880,종합건설업,비제조/서비스업,1 ,2.18 ,2.55 ,2.55 ,3.50 ,2.55 ,1.70 ,15.03 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,0.57 ,0.50 ,1.25 ,2.32 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,2.00 ,2.00 ,1.06 ,0.90 ,6.46 ,1.20 ,,0.65 ,0.26 ,,0.85 ,0.95 ,0.27 ,0.42 ,,4.60 ,45.72 
태평양제약,' 16570,화학제품제조업,식약/섬유/종이업,3 ,1.98 ,2.55 ,2.55 ,4.25 ,2.55 ,1.70 ,15.58 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,0.50 ,0.50 ,1.69 ,2.69 ,1.00 ,0.75 ,0.50 ,2.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.83 ,2.00 ,2.00 ,7.33 ,0.50 ,0.25 ,0.78 ,0.26 ,0.70 ,,0.68 ,0.28 ,0.47 ,0.40 ,4.31 ,45.71 
한솔케미칼,' 14680,화학제품제조업,금속/비금속/화학업,2 ,3.18 ,2.10 ,3.00 ,3.50 ,1.65 ,1.70 ,15.13 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.50 ,1.70 ,1.37 ,3.57 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,0.99 ,1.06 ,0.98 ,5.53 ,1.40 ,0.25 ,0.44 ,0.26 ,1.00 ,,0.25 ,0.31 ,1.00 ,0.55 ,5.46 ,45.69 
삼부토건,' 01470,종합건설업,비제조/서비스업,1 ,3.11 ,2.10 ,3.00 ,3.50 ,1.65 ,1.40 ,14.76 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,1.50 ,8.45 ,0.86 ,1.70 ,3.00 ,5.56 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,0.50 ,0.50 ,1.04 ,0.78 ,3.31 ,1.65 ,,0.51 ,0.26 ,,0.25 ,0.80 ,0.27 ,0.44 ,,4.18 ,45.67 
한국쉘석유,' 02960,석유정제품제조,금속/비금속/화학업,3 ,2.14 ,2.55 ,2.10 ,5.00 ,2.55 ,1.70 ,16.04 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.19 ,0.50 ,1.02 ,2.71 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,0.77 ,1.43 ,0.86 ,5.56 ,0.50 ,0.25 ,0.70 ,0.26 ,0.61 ,,0.52 ,0.36 ,0.50 ,0.55 ,4.25 ,45.66 
한국단자공업,' 25540,전기장비제조,전기전자/기계업,2 ,2.94 ,1.20 ,2.10 ,5.00 ,2.55 ,1.70 ,15.49 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,0.92 ,0.50 ,0.83 ,2.25 ,1.00 ,1.65 ,1.50 ,4.15 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.77 ,0.90 ,0.65 ,4.83 ,0.50 ,0.55 ,0.55 ,0.26 ,1.00 ,,0.64 ,0.28 ,0.41 ,0.55 ,4.74 ,45.61 
팬택,' 25930,영상통신장비제조,전기전자/기계업,1 ,3.12 ,2.55 ,2.10 ,2.00 ,2.10 ,1.70 ,13.57 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,0.83 ,1.70 ,1.49 ,4.02 ,1.00 ,0.75 ,1.00 ,2.75 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,2.00 ,0.86 ,1.15 ,0.70 ,5.21 ,2.00 ,1.00 ,0.52 ,0.26 ,0.77 ,,0.27 ,0.25 ,0.57 ,0.85 ,6.49 ,45.59 
대상,' 01680,음식료품제조업,식약/섬유/종이업,1 ,2.97 ,2.55 ,2.55 ,2.75 ,1.65 ,0.80 ,13.27 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,0.87 ,0.50 ,2.82 ,4.19 ,1.00 ,0.75 ,1.00 ,2.75 ,1.70 ,1.40 ,1.65 ,2.55 ,7.30 ,0.50 ,2.00 ,1.17 ,1.80 ,0.93 ,6.40 ,1.40 ,0.40 ,0.34 ,0.26 ,1.00 ,,0.28 ,0.30 ,0.45 ,0.40 ,4.83 ,45.59 
덕양산업,' 24900,자동차제조,전기전자/기계업,2 ,2.01 ,2.10 ,3.00 ,3.50 ,2.55 ,1.70 ,14.86 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.82 ,0.50 ,1.67 ,3.99 ,1.00 ,1.65 ,1.50 ,4.15 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,1.50 ,0.97 ,0.80 ,1.57 ,0.96 ,5.80 ,1.10 ,0.70 ,0.46 ,0.26 ,1.00 ,,0.31 ,0.33 ,0.32 ,0.25 ,4.72 ,45.57 
경동도시가스,' 12320,전기가스증기업,비제조/서비스업,1 ,2.38 ,2.10 ,3.00 ,4.25 ,1.65 ,1.40 ,14.78 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,1.19 ,1.10 ,1.17 ,3.46 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.79 ,1.18 ,0.84 ,5.31 ,1.20 ,,0.49 ,0.26 ,,0.70 ,0.71 ,0.28 ,0.50 ,,4.15 ,45.55 
현대페인트공업,' 11720,화학제품제조업,금속/비금속/화학업,3 ,3.83 ,2.55 ,2.10 ,2.00 ,2.55 ,1.70 ,14.73 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,2.00 ,8.95 ,1.19 ,0.50 ,0.82 ,2.51 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,0.91 ,1.04 ,1.95 ,1.44 ,5.83 ,1.40 ,0.25 ,0.31 ,0.26 ,1.00 ,,0.25 ,0.25 ,0.43 ,0.40 ,4.55 ,45.52 
계룡건설산업,' 13580,종합건설업,비제조/서비스업,1 ,2.07 ,2.10 ,2.55 ,5.00 ,1.65 ,1.10 ,14.47 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,0.61 ,0.50 ,1.39 ,2.50 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,1.65 ,2.55 ,6.40 ,1.50 ,2.00 ,0.98 ,0.88 ,0.95 ,6.31 ,1.20 ,,0.72 ,0.26 ,,0.85 ,0.94 ,0.28 ,0.41 ,,4.65 ,45.44 
삼성물산,' 00830,도매업,비제조/서비스업,1 ,3.52 ,2.55 ,1.20 ,4.25 ,1.65 ,0.80 ,13.97 ,0.55 ,1.70 ,1.70 ,2.00 ,2.00 ,1.10 ,9.05 ,0.57 ,0.50 ,3.00 ,4.07 ,1.70 ,1.20 ,0.50 ,3.40 ,1.70 ,0.50 ,1.65 ,2.55 ,6.40 ,0.50 ,0.50 ,0.50 ,2.00 ,2.00 ,5.50 ,0.75 ,,0.30 ,0.26 ,,0.55 ,0.58 ,0.33 ,0.28 ,,3.04 ,45.42 
선진,' 14300,음식료품제조업,식약/섬유/종이업,2 ,2.55 ,2.10 ,2.55 ,2.75 ,1.65 ,0.80 ,12.40 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.19 ,1.70 ,3.00 ,5.89 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.96 ,1.86 ,1.16 ,6.48 ,0.80 ,0.40 ,0.56 ,0.26 ,0.76 ,,0.42 ,0.28 ,0.51 ,0.25 ,4.24 ,45.41 
한국카본,' 17960,영상통신장비제조,전기전자/기계업,2 ,2.93 ,2.10 ,2.55 ,5.00 ,2.55 ,1.10 ,16.23 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.19 ,0.50 ,1.01 ,2.70 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,0.96 ,2.00 ,1.59 ,0.56 ,5.61 ,1.40 ,0.25 ,0.36 ,0.26 ,1.00 ,,0.37 ,0.30 ,0.47 ,0.85 ,5.26 ,45.39 
LG상사,' 01120,도매업,비제조/서비스업,1 ,3.32 ,2.55 ,2.55 ,3.50 ,1.20 ,0.50 ,13.62 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,1.50 ,8.85 ,0.50 ,1.70 ,1.62 ,3.82 ,1.70 ,0.75 ,1.00 ,3.45 ,1.00 ,1.10 ,0.75 ,2.55 ,5.40 ,0.50 ,2.00 ,0.96 ,1.43 ,1.56 ,6.45 ,0.75 ,,0.59 ,0.26 ,,0.85 ,0.61 ,0.31 ,0.35 ,,3.72 ,45.32 
현대백화점H&S,' 05440,소매업,비제조/서비스업,1 ,2.84 ,2.10 ,2.55 ,5.00 ,1.20 ,1.70 ,15.39 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.61 ,0.50 ,1.32 ,3.43 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,0.87 ,1.54 ,1.21 ,6.11 ,0.75 ,,0.49 ,0.26 ,,0.25 ,0.74 ,0.26 ,0.52 ,,3.27 ,45.31 
금호전기,' 01210,전기장비제조,전기전자/기계업,2 ,3.18 ,1.65 ,2.10 ,2.75 ,1.65 ,1.70 ,13.03 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,0.73 ,0.50 ,0.84 ,2.07 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,0.50 ,2.10 ,2.55 ,6.85 ,0.50 ,2.00 ,2.00 ,0.71 ,0.63 ,5.84 ,1.10 ,0.70 ,0.52 ,0.27 ,1.00 ,,0.38 ,0.27 ,0.51 ,0.70 ,5.44 ,45.28 
신세계,' 04170,소매업,비제조/서비스업,1 ,2.98 ,2.55 ,3.00 ,3.50 ,1.65 ,1.70 ,15.38 ,0.25 ,0.50 ,1.70 ,2.00 ,2.00 ,1.50 ,7.95 ,0.64 ,1.40 ,1.76 ,3.80 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.85 ,1.29 ,0.90 ,5.54 ,1.20 ,,0.69 ,0.26 ,,0.85 ,0.78 ,0.26 ,0.50 ,,4.54 ,45.27 
동부제강,' 16380,제1차금속산업,금속/비금속/화학업,1 ,2.11 ,2.10 ,2.10 ,2.75 ,1.65 ,1.10 ,11.81 ,0.85 ,1.70 ,1.70 ,1.60 ,2.00 ,1.10 ,8.95 ,2.00 ,0.50 ,0.94 ,3.44 ,1.00 ,1.65 ,1.50 ,4.15 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,1.50 ,2.00 ,1.26 ,0.50 ,0.50 ,5.76 ,1.10 ,0.55 ,0.63 ,0.26 ,1.00 ,,0.36 ,0.26 ,0.56 ,0.70 ,5.43 ,45.25 
현대DSF,' 16510,소매업,비제조/서비스업,2 ,2.59 ,2.55 ,3.00 ,3.50 ,2.55 ,1.70 ,15.89 ,0.85 ,1.70 ,1.70 ,2.00 ,1.50 ,2.00 ,9.75 ,1.19 ,0.50 ,1.01 ,2.70 ,1.00 ,0.75 ,0.50 ,2.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.83 ,1.80 ,1.40 ,6.54 ,0.75 ,,0.40 ,0.26 ,,0.25 ,0.83 ,0.25 ,0.56 ,,3.30 ,45.23 
신무림제지,' 09200,종이제품제조,식약/섬유/종이업,1 ,1.85 ,2.55 ,2.55 ,3.50 ,1.65 ,1.40 ,13.50 ,0.55 ,1.10 ,1.70 ,2.00 ,0.50 ,1.10 ,6.95 ,1.07 ,0.50 ,1.33 ,2.90 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,1.40 ,1.65 ,2.55 ,7.30 ,1.50 ,2.00 ,0.95 ,0.64 ,0.55 ,5.63 ,1.10 ,0.25 ,0.59 ,0.26 ,1.00 ,,0.44 ,0.29 ,0.46 ,0.85 ,5.24 ,45.22 
디피아이,' 00320,화학제품제조업,금속/비금속/화학업,1 ,3.04 ,2.55 ,2.10 ,4.25 ,1.65 ,1.40 ,14.99 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,0.50 ,0.50 ,1.37 ,2.37 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,2.10 ,2.55 ,7.05 ,1.50 ,2.00 ,0.77 ,1.02 ,0.82 ,6.11 ,0.50 ,0.25 ,0.44 ,0.26 ,1.00 ,,0.50 ,0.29 ,0.48 ,0.40 ,4.12 ,45.20 
삼화전기,' 09470,영상통신장비제조,전기전자/기계업,2 ,2.92 ,2.10 ,2.55 ,2.00 ,1.20 ,1.10 ,11.87 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,1.48 ,0.50 ,0.75 ,2.73 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,1.65 ,2.55 ,6.40 ,0.50 ,2.00 ,1.20 ,1.76 ,1.29 ,6.75 ,1.10 ,0.25 ,0.40 ,0.26 ,1.00 ,,0.29 ,0.31 ,0.37 ,0.85 ,4.84 ,45.19 
내쇼날푸라스틱,' 04250,고무제품제조,금속/비금속/화학업,3 ,2.78 ,1.20 ,3.00 ,2.75 ,2.10 ,1.70 ,13.53 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,1.70 ,0.75 ,3.64 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.14 ,1.56 ,1.14 ,6.35 ,0.50 ,0.70 ,0.40 ,0.26 ,1.00 ,,0.33 ,0.33 ,0.43 ,0.40 ,4.35 ,45.12 
한신기계공업,' 11700,기타장비제조업,전기전자/기계업,3 ,3.63 ,2.10 ,2.55 ,2.75 ,2.55 ,1.70 ,15.28 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,1.70 ,1.16 ,4.05 ,1.70 ,0.75 ,1.50 ,3.95 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.09 ,1.23 ,1.66 ,0.97 ,5.45 ,0.50 ,0.25 ,0.48 ,0.26 ,0.53 ,,0.48 ,0.32 ,0.52 ,0.40 ,3.74 ,45.12 
동양물산기업,' 02900,기타장비제조업,전기전자/기계업,2 ,2.72 ,2.10 ,3.00 ,3.50 ,1.65 ,1.40 ,14.37 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.85 ,1.10 ,1.55 ,4.50 ,1.00 ,0.75 ,0.50 ,2.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,0.93 ,1.96 ,1.07 ,6.47 ,1.10 ,0.25 ,0.30 ,0.26 ,0.55 ,,0.30 ,0.32 ,0.40 ,0.70 ,4.17 ,45.11 
미창석유공업,' 03650,석유정제품제조,금속/비금속/화학업,2 ,2.84 ,1.65 ,2.10 ,5.00 ,2.55 ,1.70 ,15.84 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.50 ,8.25 ,1.19 ,0.50 ,0.96 ,2.65 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,1.40 ,0.91 ,0.50 ,5.31 ,0.50 ,0.25 ,0.60 ,0.26 ,0.82 ,,0.37 ,0.28 ,0.47 ,0.70 ,4.25 ,45.05 
세원E&T,' 23960,기타장비제조업,전기전자/기계업,2 ,2.50 ,2.55 ,2.55 ,5.00 ,2.10 ,1.70 ,16.40 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.75 ,0.50 ,0.75 ,3.00 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.10 ,5.25 ,0.50 ,2.00 ,0.70 ,1.87 ,1.14 ,6.21 ,0.50 ,0.25 ,0.35 ,0.26 ,1.00 ,,0.28 ,0.31 ,0.43 ,0.70 ,4.07 ,45.03 
세이브존(세이브존아이앤씨),' 67830,소매업,비제조/서비스업,2 ,2.46 ,2.55 ,3.00 ,5.00 ,2.10 ,1.70 ,16.81 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,0.50 ,0.50 ,1.50 ,2.50 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.22 ,2.00 ,1.20 ,6.91 ,0.75 ,,0.25 ,0.26 ,,0.25 ,0.56 ,0.25 ,0.55 ,,2.88 ,45.00 
대우정밀,' 64960,자동차제조,전기전자/기계업,1 ,2.83 ,2.55 ,2.55 ,2.00 ,2.10 ,1.70 ,13.73 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,1.35 ,0.50 ,0.75 ,2.60 ,1.00 ,1.65 ,1.50 ,4.15 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,0.82 ,0.59 ,0.75 ,0.61 ,3.26 ,2.00 ,0.55 ,0.64 ,0.26 ,1.00 ,,0.25 ,0.26 ,0.40 ,0.85 ,6.20 ,44.99 
오리온,' 01800,음식료품제조업,식약/섬유/종이업,1 ,2.91 ,2.10 ,3.00 ,4.25 ,0.75 ,1.40 ,14.41 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.88 ,0.50 ,1.02 ,2.40 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,2.00 ,0.93 ,2.00 ,1.79 ,7.22 ,1.10 ,0.40 ,0.41 ,0.26 ,1.00 ,,0.34 ,0.31 ,0.52 ,0.40 ,4.74 ,44.97 
대웅,' 03090,전문서비스업,비제조/서비스업,2 ,1.60 ,1.65 ,3.00 ,5.00 ,1.20 ,1.70 ,14.15 ,0.25 ,1.10 ,1.70 ,1.60 ,0.50 ,2.00 ,7.15 ,1.19 ,1.40 ,0.75 ,3.34 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.91 ,1.70 ,0.98 ,6.09 ,3.00 ,,0.40 ,0.26 ,,0.70 ,0.58 ,0.29 ,0.51 ,,5.74 ,44.97 
화진케이디케이,' 09690,전기장비제조,전기전자/기계업,3 ,2.90 ,2.10 ,3.00 ,2.75 ,2.55 ,1.70 ,15.00 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,1.50 ,8.85 ,1.19 ,0.50 ,0.81 ,2.50 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,1.18 ,1.08 ,2.00 ,1.09 ,5.85 ,0.50 ,0.25 ,0.31 ,0.26 ,0.97 ,,0.28 ,0.25 ,0.44 ,0.55 ,3.82 ,44.97 
